siteID,long,lat,region,distance,imp
MAYECINGA2,-84.31365,33.99395,atlanta,100,4.47030179373371
MAYOAMAGA1,-84.09571,33.89104,atlanta,100,10.340716006888092
MCCAANNGA1,-84.3033,33.59785,atlanta,100,30.316633932002294
MCCABARGA1,-83.99632,33.98647,atlanta,100,38.25255417450919
MILLELLGA1,-84.75797,33.33972,atlanta,100,1.9346093648181315
MURPMICGA1,-84.42864,33.41615,atlanta,100,13.534852354107354
MURRSANGA1,-84.33348,33.88344,atlanta,100,2.8009670174625003
NEWMCHRGA1,-84.37604,33.74508,atlanta,100,46.39371145150434
NICKAESGA1,99999,99999,atlanta,100,NA
NORTLAUGA1,-84.34357,33.94921,atlanta,100,7.637923258604725
PAINTOMGA1,-84.345379,33.763819,atlanta,100,29.744838538507917
PAPPLISGA1,-84.46776,33.81189,atlanta,100,8.487701875211192
PARKDIAGA1,-84.30267,33.7789,atlanta,100,8.267946998593864
PLANANDGA1,-84.31245,33.78206,atlanta,100,1.8992411289721547
POVEANGGA1,-84.41229,33.72437,atlanta,100,23.597242078594363
PRITANGGA1,-84.29494,33.75989,atlanta,100,20.93237951320707
PROCSONGA1,-83.97259,33.42324,atlanta,100,1.7792973116061215
RICHLAUGA1,-84.530921,33.715462,atlanta,100,3.7653627884525784
RICHMSGA1,99999,99999,atlanta,100,NA
RIVEPATGA1,-84.93507,33.6588,atlanta,100,1.9531307333889085
RIVEPATGA2,-85.15521,33.6062,atlanta,100,0
RUSHSTEGA1,-84.17133,33.46627,atlanta,100,13.593674548235285
RYLAJANGA1,-84.71306,33.987414,atlanta,100,14.683611103157332
SAPPBILGA1,-84.27032,33.82724,atlanta,100,9.970527774941052
SARUANJGA1,-84.048699,33.880776,atlanta,100,7.0294745334641995
SHERNYLGA1,-84.4411,34.02265,atlanta,100,12.047591560104054
SMOKELEGA1,99999,99999,atlanta,100,NA
STEPMARGA1,-84.33235,34.01572,atlanta,100,21.63594660885539
STOKNITGA1,-84.32656,34.00067,atlanta,100,4.31471879113093
STRAELEGA1,-84.35567,33.85633,atlanta,100,11.219822686918983
SWALDAWGA1,-84.70937,34.01258,atlanta,100,34.81067344950582
TALEKELGA1,-84.21055,34.09291,atlanta,100,31.556713794367298
TIDMLOUGA1,-84.585753,33.853744,atlanta,100,18.88630336531349
TOTHCARGA1,-84.35432,33.72093,atlanta,100,4.248661413242305
TRACBRIGA1,-84.52555,33.89635,atlanta,100,12.427448153376654
WICHJOHGA1,-84.543317,34.059829,atlanta,100,14.06608547249216
WILEKATGA1,-84.37242,33.85655,atlanta,100,17.92807362081932
WILLMARGA1,-84.70495,33.83432,atlanta,100,10.954516086090997
WINSEMIGA1,-84.374,33.8774,atlanta,100,9.450823550044097
WISSSTEGA1,-84.36681,33.84367,atlanta,100,29.668931349119557
WOODLPKGA1,-84.303544,33.786755,atlanta,100,0.6694342332727329
WOODMIDGA1,99999,99999,atlanta,100,NA
ZARYPEGGA1,-84.05078,34.20395,atlanta,100,2.2185591726431904
AINSKYLGA1,-84.2851,33.78217,atlanta,200,6.327778247931562
ALCOKENGA1,-84.52753,33.20159,atlanta,200,0.33934301338927797
ALLERILGA1,-84.67711,33.85716,atlanta,200,26.759497214124078
ANDEREBGA1,-84.316162,33.770227,atlanta,200,6.784957226251599
ARABMOUGA1,-84.11668,33.68344,atlanta,200,0.174191069216243
ARGYLESGA1,-84.483595,33.883719,atlanta,200,47.84011185320223
ASTOLAUGA1,-84.45673,33.9891,atlanta,200,1.179990971713134
BAKEBONGA1,-84.12022,33.85665,atlanta,200,11.003060963328597
BEARJUSGA1,-84.26845,33.81865,atlanta,200,14.85234343886949
BELMNIKGA1,-84.34275,34.05311,atlanta,200,5.489882378049488
BINKJAMGA1,-84.219576,33.522311,atlanta,200,15.167334605483669
BLUEHPKGA1,-84.38052,33.86631,atlanta,200,29.02304302503307
BONNPATGA1,-84.28988,33.76759,atlanta,200,10.61892903551116
BRADVALGA1,-84.36773,34.04835,atlanta,200,12.42029288053394
BRAXBOBGA1,-84.40995,33.67027,atlanta,200,13.998577632912818
BURNEESGA1,-84.061118,34.031695,atlanta,200,21.627323941451834
CARTJOYGA1,-84.35227,33.73099,atlanta,200,27.668420273585735
CASSKATGA1,-84.63191,33.59491,atlanta,200,0.427343381729505
CHALMICGA1,-84.35694,34.24292,atlanta,200,12.106608707053905
CHAMPAUGA1,-84.22485,33.81303,atlanta,200,13.531240140649453
CHANSYLGA1,-84.30094,33.79689,atlanta,200,13.581390449991746
CLAYRUSGA1,-84.64159,33.91404,atlanta,200,11.226061349670736
CLYDEPKGA1,-84.28419,33.80842,atlanta,200,5.0163745108362
COOKGLOGA1,-84.16161,33.83406,atlanta,200,6.8148144973739075
COOPEMSGA1,-84.63415,33.84204,atlanta,200,37.022601490603485
CZEBANGGA1,-84.36039,33.75824,atlanta,200,33.36995833246033
DAVICARGA1,-83.98652,33.52598,atlanta,200,3.5394400940384423
DAVIJENGA1,-84.59216,34.0334,atlanta,200,16.005764300503206
DECKJASGA1,-84.35271,33.71491,atlanta,200,19.0013576542392
DESIELAGA1,-84.34097,33.87695,atlanta,200,24.759163251590323
DICKEMMGA1,-84.32144,33.80961,atlanta,200,13.794375003571142
DIMMDIAGA1,-84.400995,33.662525,atlanta,200,18.086268066800333
DISALINGA1,-84.33427,33.75536,atlanta,200,21.30990357003803
DUKTJOHGA1,-84.30099,33.79697,atlanta,200,13.575733087441957
DULUADVGA1,99999,99999,atlanta,200,NA
EDWALINGA1,-84.22502,33.97941,atlanta,200,45.140616072602946
ENDRCINGA1,-84.6851,33.92953,atlanta,200,14.245421237742928
FALKSTEGA1,-84.3544,33.7209,atlanta,200,8.555868456645099
FEDRMARGA1,-84.63255,33.66298,atlanta,200,21.27968742180141
FERNBANGA1,-84.32671,33.77383,atlanta,200,11.135705113001876
FLOWANGGA1,-84.55444,34.10582,atlanta,200,23.230359722984325
FLOWPATGA1,-84.46074,34.01062,atlanta,200,15.26405617931865
FURRMELGA1,-84.23009,33.86989,atlanta,200,2.6918343743251287
FUTCROBGA1,-84.32144,33.80963,atlanta,200,13.794375003571142
GHILCOLGA1,-84.319820000000007,33.82515,atlanta,200,16.288235005495245
GITHFRAGA1,-84.28365,33.53955,atlanta,200,13.457853160702369
GORDMARGA1,-84.32138,33.80961,atlanta,200,13.510748246077403
GREERITGA1,-84.39997,34.11195,atlanta,200,15.55352080963933
HAMINANGA1,-84.35036,33.78326,atlanta,200,24.707716127815324
HARRMARGA1,-84.24995,33.75868,atlanta,200,14.177109871650346
HARTDELGA1,-84.409271,34.150459,atlanta,200,1.8759596939614702
HAWKDIAGA1,-84.49458,33.71439,atlanta,200,8.406423730012493
HEADDOTGA1,-84.33538,34.15347,atlanta,200,10.350451909771678
HERBMIRGA1,-84.33083,33.76257,atlanta,200,26.761242413913678
HITTJODGA1,-84.14588,33.44155,atlanta,200,42.012061621479695
HOGAMELGA1,-84.84688,33.90581,atlanta,200,22.641774243405006
HOPKMARGA1,-84.47169,34.04821,atlanta,200,10.313050969156977
HORNMARGA1,-84.29099,33.79072,atlanta,200,33.20681301096288
HOUSJONGA1,-84.38663,33.96825,atlanta,200,3.0060142698808634
HOYTHARGA1,-84.28462,33.97786,atlanta,200,16.104015714846636
JENKANGGA1,-84.93509,33.6588,atlanta,200,0.7667871150674694
JENKANGGA2,-84.58447,33.991,atlanta,200,8.579791921773921
JETTMELGA1,-84.855,34.17366,atlanta,200,11.261020461640442
JOHNSCOGA1,-84.36269,33.78105,atlanta,200,39.89269604698906
JONEFAIGA1,-84.29593,33.56562,atlanta,200,23.947648460221764
KILGJACGA1,-84.29817,33.82553,atlanta,200,13.779041789084333
KIMBMARGA1,-84.29472,33.82072,atlanta,200,15.876642037435355
KIPPVISGA1,-84.36665,33.68874,atlanta,200,22.93944022632579
KOTCMELGA1,-84.34469,33.35771,atlanta,200,0
KRENMARGA1,-84.33939,33.8207,atlanta,200,5.882107902568939
KRIVMAUGA1,-84.65132,34.0117,atlanta,200,8.580068767266686
LANTTOMGA1,-84.5062,33.44,atlanta,200,23.79196021747269
LEEDONGA1,-84.45055,33.9168,atlanta,200,6.714132578906716
LENTTERGA1,-84.44402,33.73845,atlanta,200,18.81628800833803
MARIJAYGA1,-84.143375,33.712312,atlanta,200,37.63335244989547
MAYECINGA1,99999,99999,atlanta,200,NA
MAYECINGA2,-84.31365,33.99395,atlanta,200,11.194364179160694
MAYOAMAGA1,-84.09571,33.89104,atlanta,200,9.802107314532568
MCCAANNGA1,-84.3033,33.59785,atlanta,200,29.7792543934984
MCCABARGA1,-83.99632,33.98647,atlanta,200,28.26189864905574
MILLELLGA1,-84.75797,33.33972,atlanta,200,1.6861247775406207
MURPMICGA1,-84.42864,33.41615,atlanta,200,8.136700271176872
MURRSANGA1,-84.33348,33.88344,atlanta,200,3.47737478055587
NEWMCHRGA1,-84.37604,33.74508,atlanta,200,52.162548473155006
NICKAESGA1,99999,99999,atlanta,200,NA
NORTLAUGA1,-84.34357,33.94921,atlanta,200,10.589659406330032
PAINTOMGA1,-84.345379,33.763819,atlanta,200,29.334932797126807
PAPPLISGA1,-84.46776,33.81189,atlanta,200,16.11041233736365
PARKDIAGA1,-84.30267,33.7789,atlanta,200,10.517256722026369
PLANANDGA1,-84.31245,33.78206,atlanta,200,4.054762725434785
POVEANGGA1,-84.41229,33.72437,atlanta,200,35.41159043227969
PRITANGGA1,-84.29494,33.75989,atlanta,200,14.668290758295143
PROCSONGA1,-83.97259,33.42324,atlanta,200,2.26501089557734
RICHLAUGA1,-84.530921,33.715462,atlanta,200,2.3927888957647583
RICHMSGA1,99999,99999,atlanta,200,NA
RIVEPATGA1,-84.93507,33.6588,atlanta,200,0.770158468440845
RIVEPATGA2,-85.15521,33.6062,atlanta,200,0.3042939156638007
RUSHSTEGA1,-84.17133,33.46627,atlanta,200,11.560378681982243
RYLAJANGA1,-84.71306,33.987414,atlanta,200,14.760960674443673
SAPPBILGA1,-84.27032,33.82724,atlanta,200,10.463136302801137
SARUANJGA1,-84.048699,33.880776,atlanta,200,5.257777226744463
SHERNYLGA1,-84.4411,34.02265,atlanta,200,13.775070919490789
SMOKELEGA1,99999,99999,atlanta,200,NA
STEPMARGA1,-84.33235,34.01572,atlanta,200,17.535094461629676
STOKNITGA1,-84.32656,34.00067,atlanta,200,5.917255198294745
STRAELEGA1,-84.35567,33.85633,atlanta,200,11.651839916439195
SWALDAWGA1,-84.70937,34.01258,atlanta,200,18.88950620587356
TALEKELGA1,-84.21055,34.09291,atlanta,200,32.08443839930829
TIDMLOUGA1,-84.585753,33.853744,atlanta,200,29.796847860414232
TOTHCARGA1,-84.35432,33.72093,atlanta,200,8.66247936091879
TRACBRIGA1,-84.52555,33.89635,atlanta,200,19.00144425308886
WICHJOHGA1,-84.543317,34.059829,atlanta,200,12.50998177549007
WILEKATGA1,-84.37242,33.85655,atlanta,200,10.849261781461175
WILLMARGA1,-84.70495,33.83432,atlanta,200,11.715009760316702
WINSEMIGA1,-84.374,33.8774,atlanta,200,6.217858820273333
WISSSTEGA1,-84.36681,33.84367,atlanta,200,28.815467576953832
WOODLPKGA1,-84.303544,33.786755,atlanta,200,6.922160570457805
WOODMIDGA1,99999,99999,atlanta,200,NA
ZARYPEGGA1,-84.05078,34.20395,atlanta,200,2.481034217031272
AINSKYLGA1,-84.2851,33.78217,atlanta,300,10.33339235247632
ALCOKENGA1,-84.52753,33.20159,atlanta,300,0.4789616541707314
ALLERILGA1,-84.67711,33.85716,atlanta,300,25.471359108218895
ANDEREBGA1,-84.316162,33.770227,atlanta,300,7.006263202962433
ARABMOUGA1,-84.11668,33.68344,atlanta,300,0.7290798098817934
ARGYLESGA1,-84.483595,33.883719,atlanta,300,43.76302155582421
ASTOLAUGA1,-84.45673,33.9891,atlanta,300,3.830814503512433
BAKEBONGA1,-84.12022,33.85665,atlanta,300,10.00992766979354
BEARJUSGA1,-84.26845,33.81865,atlanta,300,20.4016118721473
BELMNIKGA1,-84.34275,34.05311,atlanta,300,12.232573281490978
BINKJAMGA1,-84.219576,33.522311,atlanta,300,13.791682858990274
BLUEHPKGA1,-84.38052,33.86631,atlanta,300,25.36753985439586
BONNPATGA1,-84.28988,33.76759,atlanta,300,10.822560430856452
BRADVALGA1,-84.36773,34.04835,atlanta,300,14.298429988932403
BRAXBOBGA1,-84.40995,33.67027,atlanta,300,17.379312560933542
BURNEESGA1,-84.061118,34.031695,atlanta,300,16.29830163854699
CARTJOYGA1,-84.35227,33.73099,atlanta,300,24.827656530113135
CASSKATGA1,-84.63191,33.59491,atlanta,300,2.3723337349156512
CHALMICGA1,-84.35694,34.24292,atlanta,300,12.052745128938785
CHAMPAUGA1,-84.22485,33.81303,atlanta,300,13.497888124399635
CHANSYLGA1,-84.30094,33.79689,atlanta,300,12.156923132033283
CLAYRUSGA1,-84.64159,33.91404,atlanta,300,8.600644672125197
CLYDEPKGA1,-84.28419,33.80842,atlanta,300,5.763538922089904
COOKGLOGA1,-84.16161,33.83406,atlanta,300,7.201995793205406
COOPEMSGA1,-84.63415,33.84204,atlanta,300,24.593516764845532
CZEBANGGA1,-84.36039,33.75824,atlanta,300,38.31998660149897
DAVICARGA1,-83.98652,33.52598,atlanta,300,3.287949414569521
DAVIJENGA1,-84.59216,34.0334,atlanta,300,15.36985687337762
DECKJASGA1,-84.35271,33.71491,atlanta,300,22.681039914183575
DESIELAGA1,-84.34097,33.87695,atlanta,300,25.656496332272024
DICKEMMGA1,-84.32144,33.80961,atlanta,300,11.310711934669746
DIMMDIAGA1,-84.400995,33.662525,atlanta,300,18.66688424902167
DISALINGA1,-84.33427,33.75536,atlanta,300,27.540165596691395
DUKTJOHGA1,-84.30099,33.79697,atlanta,300,12.398867784392253
DULUADVGA1,99999,99999,atlanta,300,NA
EDWALINGA1,-84.22502,33.97941,atlanta,300,42.87368873634854
ENDRCINGA1,-84.6851,33.92953,atlanta,300,13.439241112050915
FALKSTEGA1,-84.3544,33.7209,atlanta,300,17.564650157970483
FEDRMARGA1,-84.63255,33.66298,atlanta,300,24.298436981529104
FERNBANGA1,-84.32671,33.77383,atlanta,300,8.383973201011994
FLOWANGGA1,-84.55444,34.10582,atlanta,300,28.10113790846975
FLOWPATGA1,-84.46074,34.01062,atlanta,300,15.496254360251122
FURRMELGA1,-84.23009,33.86989,atlanta,300,5.206643499975896
FUTCROBGA1,-84.32144,33.80963,atlanta,300,11.310823782492088
GHILCOLGA1,-84.319820000000007,33.82515,atlanta,300,17.81955962278567
GITHFRAGA1,-84.28365,33.53955,atlanta,300,18.521162673870865
GORDMARGA1,-84.32138,33.80961,atlanta,300,11.219367632552046
GREERITGA1,-84.39997,34.11195,atlanta,300,11.252074112661695
HAMINANGA1,-84.35036,33.78326,atlanta,300,21.687584576123363
HARRMARGA1,-84.24995,33.75868,atlanta,300,20.290547700048542
HARTDELGA1,-84.409271,34.150459,atlanta,300,1.1011131784475123
HAWKDIAGA1,-84.49458,33.71439,atlanta,300,5.055802669729349
HEADDOTGA1,-84.33538,34.15347,atlanta,300,9.913330507939229
HERBMIRGA1,-84.33083,33.76257,atlanta,300,37.129959845488614
HITTJODGA1,-84.14588,33.44155,atlanta,300,37.696428812442306
HOGAMELGA1,-84.84688,33.90581,atlanta,300,19.449015377749763
HOPKMARGA1,-84.47169,34.04821,atlanta,300,10.767654394141825
HORNMARGA1,-84.29099,33.79072,atlanta,300,39.64186849244619
HOUSJONGA1,-84.38663,33.96825,atlanta,300,3.8840692195913142
HOYTHARGA1,-84.28462,33.97786,atlanta,300,12.937005414974516
JENKANGGA1,-84.93509,33.6588,atlanta,300,0.6178892747564391
JENKANGGA2,-84.58447,33.991,atlanta,300,11.541408936394484
JETTMELGA1,-84.855,34.17366,atlanta,300,12.448831424051084
JOHNSCOGA1,-84.36269,33.78105,atlanta,300,34.28698156556398
JONEFAIGA1,-84.29593,33.56562,atlanta,300,24.81649370720419
KILGJACGA1,-84.29817,33.82553,atlanta,300,13.118780940831105
KIMBMARGA1,-84.29472,33.82072,atlanta,300,15.526775053342346
KIPPVISGA1,-84.36665,33.68874,atlanta,300,26.90891175342759
KOTCMELGA1,-84.34469,33.35771,atlanta,300,0
KRENMARGA1,-84.33939,33.8207,atlanta,300,6.129608623799722
KRIVMAUGA1,-84.65132,34.0117,atlanta,300,9.441765557825624
LANTTOMGA1,-84.5062,33.44,atlanta,300,22.191364473523254
LEEDONGA1,-84.45055,33.9168,atlanta,300,6.3055891708756375
LENTTERGA1,-84.44402,33.73845,atlanta,300,18.858844933735707
MARIJAYGA1,-84.143375,33.712312,atlanta,300,34.6925665482449
MAYECINGA1,99999,99999,atlanta,300,NA
MAYECINGA2,-84.31365,33.99395,atlanta,300,15.594087631641223
MAYOAMAGA1,-84.09571,33.89104,atlanta,300,9.867149207426737
MCCAANNGA1,-84.3033,33.59785,atlanta,300,28.55820694991945
MCCABARGA1,-83.99632,33.98647,atlanta,300,24.175772195977107
MILLELLGA1,-84.75797,33.33972,atlanta,300,2.2897502912754577
MURPMICGA1,-84.42864,33.41615,atlanta,300,6.769521124498687
MURRSANGA1,-84.33348,33.88344,atlanta,300,3.96836533565921
NEWMCHRGA1,-84.37604,33.74508,atlanta,300,59.27999126630695
NICKAESGA1,99999,99999,atlanta,300,NA
NORTLAUGA1,-84.34357,33.94921,atlanta,300,9.474377254590438
PAINTOMGA1,-84.345379,33.763819,atlanta,300,30.383837449187066
PAPPLISGA1,-84.46776,33.81189,atlanta,300,14.347839991249446
PARKDIAGA1,-84.30267,33.7789,atlanta,300,13.912589083541176
PLANANDGA1,-84.31245,33.78206,atlanta,300,6.234867995081776
POVEANGGA1,-84.41229,33.72437,atlanta,300,43.61728593462988
PRITANGGA1,-84.29494,33.75989,atlanta,300,12.28687016233734
PROCSONGA1,-83.97259,33.42324,atlanta,300,2.734308547087066
RICHLAUGA1,-84.530921,33.715462,atlanta,300,3.046234602557699
RICHMSGA1,99999,99999,atlanta,300,NA
RIVEPATGA1,-84.93507,33.6588,atlanta,300,0.6140153608081228
RIVEPATGA2,-85.15521,33.6062,atlanta,300,0.9590823278946337
RUSHSTEGA1,-84.17133,33.46627,atlanta,300,12.811190893978244
RYLAJANGA1,-84.71306,33.987414,atlanta,300,16.690046980941855
SAPPBILGA1,-84.27032,33.82724,atlanta,300,10.386656924968033
SARUANJGA1,-84.048699,33.880776,atlanta,300,8.423669093054455
SHERNYLGA1,-84.4411,34.02265,atlanta,300,16.150165258656276
SMOKELEGA1,99999,99999,atlanta,300,NA
STEPMARGA1,-84.33235,34.01572,atlanta,300,16.90751408144494
STOKNITGA1,-84.32656,34.00067,atlanta,300,5.173097161397006
STRAELEGA1,-84.35567,33.85633,atlanta,300,19.957943509064943
SWALDAWGA1,-84.70937,34.01258,atlanta,300,12.591944776199636
TALEKELGA1,-84.21055,34.09291,atlanta,300,38.51657826589007
TIDMLOUGA1,-84.585753,33.853744,atlanta,300,38.83441478176256
TOTHCARGA1,-84.35432,33.72093,atlanta,300,17.523038124043982
TRACBRIGA1,-84.52555,33.89635,atlanta,300,32.04183708811177
WICHJOHGA1,-84.543317,34.059829,atlanta,300,12.831942152495973
WILEKATGA1,-84.37242,33.85655,atlanta,300,12.528352656187145
WILLMARGA1,-84.70495,33.83432,atlanta,300,9.272702896475156
WINSEMIGA1,-84.374,33.8774,atlanta,300,5.301171077413742
WISSSTEGA1,-84.36681,33.84367,atlanta,300,39.30264841879217
WOODLPKGA1,-84.303544,33.786755,atlanta,300,17.862088637802206
WOODMIDGA1,99999,99999,atlanta,300,NA
ZARYPEGGA1,-84.05078,34.20395,atlanta,300,2.276499048122268
AINSKYLGA1,-84.2851,33.78217,atlanta,400,11.228513862882364
ALCOKENGA1,-84.52753,33.20159,atlanta,400,0.5041794127906732
ALLERILGA1,-84.67711,33.85716,atlanta,400,26.19347447522414
ANDEREBGA1,-84.316162,33.770227,atlanta,400,7.411176280745945
ARABMOUGA1,-84.11668,33.68344,atlanta,400,1.5977572849194825
ARGYLESGA1,-84.483595,33.883719,atlanta,400,40.33042086270286
ASTOLAUGA1,-84.45673,33.9891,atlanta,400,6.542019289542845
BAKEBONGA1,-84.12022,33.85665,atlanta,400,9.381781644663873
BEARJUSGA1,-84.26845,33.81865,atlanta,400,24.1227186709337
BELMNIKGA1,-84.34275,34.05311,atlanta,400,19.40843756321581
BINKJAMGA1,-84.219576,33.522311,atlanta,400,13.684366440644583
BLUEHPKGA1,-84.38052,33.86631,atlanta,400,22.334011162552123
BONNPATGA1,-84.28988,33.76759,atlanta,400,14.094312032146163
BRADVALGA1,-84.36773,34.04835,atlanta,400,16.503776211982984
BRAXBOBGA1,-84.40995,33.67027,atlanta,400,18.43122712131805
BURNEESGA1,-84.061118,34.031695,atlanta,400,27.282084304360932
CARTJOYGA1,-84.35227,33.73099,atlanta,400,24.230354263916112
CASSKATGA1,-84.63191,33.59491,atlanta,400,3.355007742767075
CHALMICGA1,-84.35694,34.24292,atlanta,400,12.165731305292141
CHAMPAUGA1,-84.22485,33.81303,atlanta,400,13.838677933974541
CHANSYLGA1,-84.30094,33.79689,atlanta,400,11.904361623327736
CLAYRUSGA1,-84.64159,33.91404,atlanta,400,9.4583443254412
CLYDEPKGA1,-84.28419,33.80842,atlanta,400,7.533007281484616
COOKGLOGA1,-84.16161,33.83406,atlanta,400,8.963884016438218
COOPEMSGA1,-84.63415,33.84204,atlanta,400,20.34196840015629
CZEBANGGA1,-84.36039,33.75824,atlanta,400,42.81641561094991
DAVICARGA1,-83.98652,33.52598,atlanta,400,2.832441008891893
DAVIJENGA1,-84.59216,34.0334,atlanta,400,14.979951536745858
DECKJASGA1,-84.35271,33.71491,atlanta,400,23.005123324834603
DESIELAGA1,-84.34097,33.87695,atlanta,400,26.096820587493077
DICKEMMGA1,-84.32144,33.80961,atlanta,400,11.13274349715367
DIMMDIAGA1,-84.400995,33.662525,atlanta,400,20.213041049832302
DISALINGA1,-84.33427,33.75536,atlanta,400,32.597242945157056
DUKTJOHGA1,-84.30099,33.79697,atlanta,400,11.99890451219044
DULUADVGA1,99999,99999,atlanta,400,NA
EDWALINGA1,-84.22502,33.97941,atlanta,400,41.66398036906323
ENDRCINGA1,-84.6851,33.92953,atlanta,400,12.554534471731554
FALKSTEGA1,-84.3544,33.7209,atlanta,400,22.174447135357873
FEDRMARGA1,-84.63255,33.66298,atlanta,400,23.70246452761969
