siteIDForayCountUnbanded,dateForayCountUnbanded,sppForayCountUnbanded,countForayCountUnbanded
MAYECINGA2,2017-05-10,BRTH,1
MAYECINGA2,2017-05-10,CACH,13
MAZUJENMD1,2017-07-17,AMRO,5
MAZUJENMD1,2017-07-17,CACH,2
MAZUJENMD1,2017-07-17,CARW,4
MAZUJENMD1,2017-07-17,GRCA,6
MAZUJENMD1,2017-07-17,HOWR,3
MAZUJENMD1,2017-07-17,NOCA,2
MAZUJENMD1,2016-07-18,GRCA,3
MAZUJENMD1,2016-07-18,CARW,4
MAZUJENMD1,2016-07-18,NOCA,2
MAZUJENMD1,2016-07-18,CACH,1
MAZUJENMD1,2016-07-18,HOWR,2
MAZUJENMD1,2016-07-18,AMRO,3
MCCAANNGA1,2016-05-26,AMRO,8
MCCAANNGA1,2016-05-26,CACH,3
MCCAANNGA1,2016-05-26,CARW,1
MCCAANNGA1,2016-05-26,NOCA,4
MCCAANNGA1,2016-05-26,SOSP,2
MCCAANNGA1,2017-03-24,AMRO,11
MCCAANNGA1,2017-03-24,NOMO,6
MCCAANNGA1,2017-03-24,NOCA,4
MCCAANNGA1,2017-03-24,CARW,2
MCCAANNGA1,2017-03-24,SOSP,1
MCCAKEVMD1,2016-07-13,AMRO,0
MCCAKEVMD1,2016-07-13,CACH,2
MCCAKEVMD1,2016-07-13,CARW,3
MCCAKEVMD1,2016-07-13,GRCA,3
MCCAKEVMD1,2016-07-13,HOWR,3
MCCAKEVMD1,2016-07-13,NOCA,6
MCCAKEVMD1,2016-07-13,SOSP,0
MCCAKEVMD1,2017-06-29,AMRO,2
MCCAKEVMD1,2017-06-29,CACH,11
MCCAKEVMD1,2017-06-29,CARW,6
MCCAKEVMD1,2017-06-29,GRCA,10
MCCAKEVMD1,2017-06-29,HOWR,5
MCCAKEVMD1,2017-06-29,NOCA,8
MCCAKEVMD1,2017-06-29,SOSP,0
MCCOCHRMD1,2017-07-17,AMRO,1
MCCOCHRMD1,2017-07-17,GRCA,3
MCCOCHRMD1,2017-07-17,HOWR,1
MCCOCHRMD1,2017-07-17,NOCA,0
MCCOCHRMD1,2017-07-17,NOMO,1
MCCOCHRMD1,2017-07-17,SOSP,2
MCCOCHRMD1,2017-07-17,CARW,0
MCCOCHRMD1,2016-06-18,AMRO,2
MCCOCHRMD1,2016-06-18,CACH,2
MCCOCHRMD1,2016-06-18,CARW,0
MCCOCHRMD1,2016-06-18,GRCA,12
MCCOCHRMD1,2016-06-18,HOWR,5
MCCOCHRMD1,2016-06-18,NOCA,1
MCCOCHRMD1,2016-06-18,NOMO,1
MCCOCHRMD1,2016-06-18,SOSP,2
MCCODINNC1,2016-06-02,CACH,4
MCCODINNC1,2016-06-02,HOWR,0
MCCODINNC1,2016-06-02,SOSP,6
MCCODINNC1,2017-05-10,SOSP,9
MCCODINNC1,2017-05-10,CARW,7
MCCODINNC1,2017-05-10,HOWR,3
MCCODINNC1,2017-05-10,CACH,10
MCCRSARNC1,2016-06-19,CARW,1
MCCRSARNC1,2016-06-19,CACH,3
MCCRSARNC1,2017-04-12,NOCA,10
MCCRSARNC1,2017-04-12,CACH,7
MCCRSARNC1,2017-04-12,CARW,6
MCDOELIVA1,2016-07-15,AMRO,11
MCDOELIVA1,2016-07-15,CACH,0
MCDOELIVA1,2016-07-15,CARW,1
MCDOELIVA1,2016-07-15,GRCA,2
MCDOELIVA1,2016-07-15,HOWR,2
MCDOELIVA1,2016-07-15,NOCA,4
MCDOELIVA1,2016-07-15,NOMO,7
MCDOELIVA1,2016-07-15,SOSP,1
MCDOELIVA1,2017-05-27,AMRO,13
MCDOELIVA1,2017-05-27,GRCA,3
MCDOELIVA1,2017-05-27,CARW,4
MCDOELIVA1,2017-05-27,CACH,3
MCDOELIVA1,2017-05-27,NOCA,7
MCDOELIVA1,2017-05-27,NOMO,12
MCDOELIVA1,2017-05-27,SOSP,3
MCDOELIVA1,2017-05-27,HOWR,2
MCGEMANPA1,2016-07-03,NOCA,2
MCGEMANPA1,2016-07-03,SOSP,3
MCGEMANPA1,2016-07-03,CARW,1
MCGEMANPA1,2016-07-03,CACH,6
MCGEMANPA1,2017-05-27,AMRO,13
MCGEMANPA1,2017-05-27,HOWR,1
MCGEMANPA1,2017-05-27,NOCA,4
MCGEMANPA1,2017-05-27,SOSP,4
MCKEERIMA1,2016-08-03,AMRO,1
MCKEERIMA1,2016-08-03,BCCH,2
MCKEERIMA1,2016-08-03,CARW,1
MCKEERIMA1,2016-08-03,GRCA,3
MCKEERIMA1,2016-08-03,HOWR,1
MCKEERIMA1,2016-08-03,SOSP,2
MCKICAIMA1,2016-06-30,BCCH,4
MCKICAIMA1,2016-06-30,GRCA,3
MCKICAIMA1,2016-06-30,HOWR,1
MCKICAIMA1,2017-06-29,BCCH,3
MCKICAIMA1,2017-06-29,GRCA,5
MCNAKRIMD1,2016-07-12,AMRO,5
MCNAKRIMD1,2016-07-12,CACH,1
MCNAKRIMD1,2016-07-12,CARW,1
MCNAKRIMD1,2016-07-12,GRCA,6
MCNAKRIMD1,2016-07-12,NOCA,8
MCNAKRIMD1,2016-07-12,SOSP,5
MCNAKRIMD1,2017-05-27,AMRO,17
MCNAKRIMD1,2017-05-27,CACH,2
MCNAKRIMD1,2017-05-27,CARW,1
MCNAKRIMD1,2017-05-27,GRCA,10
MCNAKRIMD1,2017-05-27,NOCA,8
MCNAKRIMD1,2017-05-27,SOSP,16
MEADRUTNC1,2017-06-20,CACH,7
MEADRUTNC1,2017-06-20,CARW,12
MEADRUTNC1,2017-06-20,NOCA,11
MEADRUTNC1,2016-06-08,CACH,3
MEADRUTNC1,2016-06-08,NOCA,5
MEADRUTNC1,2016-06-08,CARW,1
MEALRYAPA1,2017-06-08,AMRO,17
MEALRYAPA1,2017-06-08,CACH,3
MEALRYAPA1,2017-06-08,CARW,1
MEALRYAPA1,2017-06-08,GRCA,1
MEALRYAPA1,2017-06-08,NOCA,3
MEALRYAPA1,2017-06-08,SOSP,3
MEGOPATMD2,2016-06-28,CACH,1
MEGOPATMD2,2016-06-28,CARW,4
MEGOPATMD2,2016-06-28,NOCA,5
MEGOPATMD2,2016-06-28,SOSP,0
MERIMARMA1,2016-06-26,AMRO,4
MERIMARMA1,2016-06-26,BCCH,0
MERIMARMA1,2016-06-26,CARW,0
MERIMARMA1,2016-06-26,GRCA,3
MERIMARMA1,2017-06-26,AMRO,2
MERIMARMA1,2017-06-26,BCCH,5
MERIMARMA1,2017-06-26,GRCA,2
MILLJOEMD1,2017-07-21,AMRO,2
MILLJOEMD1,2017-07-21,CACH,4
MILLJOEMD1,2017-07-21,CARW,1
MILLJOEMD1,2017-07-21,GRCA,7
MILLJOEMD1,2017-07-21,HOWR,2
MILLJOEMD1,2017-07-21,NOCA,7
MILLJOEMD1,2017-07-21,SOSP,1
MILLJOEMD1,2017-07-21,NOMO,0
MILLKARFL1,2016-06-08,CACH,1
MILLKARFL1,2016-06-08,NOCA,7
MILLKARFL1,2017-04-25,BRTH,1
MILLKARFL1,2017-04-25,CACH,2
MILLKARFL1,2017-04-25,CARW,6
MILLKARFL1,2017-04-25,NOCA,11
MILLKARFL1,2017-04-25,NOMO,1
MILLKARFL1,2017-04-25,TUTI,3
MILLLORVA1,2017-07-12,CACH,0
MILLLORVA1,2017-07-12,CARW,2
MILLLORVA1,2017-07-12,NOCA,2
MILLMARFL1,2016-03-31,CACH,3
MILLMARFL1,2016-03-31,CARW,7
MILLMARFL1,2016-03-31,NOCA,9
MILLMARFL1,2016-03-31,TUTI,1
MILLMARFL1,2017-04-17,CACH,4
MILLMARFL1,2017-04-17,CARW,5
MILLMARFL1,2017-04-17,NOCA,13
MILLMARFL1,2017-04-17,TUTI,5
MILTMIKVA1,2017-06-24,GRCA,13
MILTMIKVA1,2017-06-24,SOSP,8
MILTMIKVA1,2017-06-24,NOCA,7
MINNJEAPA1,2016-07-01,SOSP,2
MINNJEAPA1,2016-07-01,NOCA,1
MIRKJOEMA1,2016-07-09,AMRO,6
MIRKJOEMA1,2016-07-09,BCCH,2
MIRKJOEMA1,2016-07-09,CARW,2
MIRKJOEMA1,2016-07-09,GRCA,2
MIRKJOEMA1,2016-07-09,HOWR,2
MIRKJOEMA1,2016-07-09,NOCA,1
MIRKJOEMA1,2016-07-09,SOSP,0
MOLIKARMD1,2017-07-24,AMRO,7
MOLIKARMD1,2017-07-24,CACH,0
MOLIKARMD1,2017-07-24,CARW,7
MOLIKARMD1,2017-07-24,GRCA,6
MOLIKARMD1,2017-07-24,HOWR,1
MOLIKARMD1,2017-07-24,NOCA,9
MOLIKARMD1,2017-07-24,SOSP,4
MOLIKARMD1,2016-06-27,NOCA,1
MOLIKARMD1,2016-06-27,AMRO,2
MOLIKARMD1,2016-06-27,HOWR,1
MORETONMA1,2017-06-30,BCCH,6
MORETONMA1,2017-06-30,GRCA,4
MORRCHRVA1,2016-07-09,AMRO,1
MORRCHRVA1,2016-07-09,CACH,4
MORRCHRVA1,2016-07-09,CARW,3
MORRCHRVA1,2016-07-09,HOWR,1
MORRCHRVA1,2016-07-09,NOCA,3
MORRCHRVA1,2016-07-09,SOSP,0
MORRCHRVA1,2017-06-10,GRCA,4
MORRCHRVA1,2017-06-10,CACH,16
MORRCHRVA1,2017-06-10,NOCA,4
MORRCHRVA1,2017-06-10,CARW,2
MORRDOUPA1,2017-07-27,SOSP,8
MORRDOUPA1,2017-07-27,HOWR,1
MORRDOUPA1,2017-07-27,NOCA,2
MORRDOUPA1,2017-07-27,AMRO,2
MOSELYNNC1,2016-06-07,CACH,5
MOSELYNNC1,2016-06-07,NOCA,4
MOSELYNNC1,2016-06-07,AMRO,2
MOSELYNNC1,2017-05-07,CACH,7
MOSELYNNC1,2017-05-07,NOCA,7
MOSELYNNC1,2017-05-07,CARW,4
MOSELYNNC1,2017-05-07,AMRO,8
MOSMCARMD1,2016-06-30,NOCA,5
MOSMCARMD1,2016-06-30,HOWR,3
MOSMCARMD1,2016-06-30,TUTI,2
MOSMCARMD1,2016-06-30,CACH,6
MOSMCARMD1,2016-06-30,CARW,3
MOSMCARMD1,2017-06-07,NOCA,10
MOSMCARMD1,2017-06-07,HOWR,3
MOSMCARMD1,2017-06-07,CARW,2
MOSMCARMD1,2017-06-07,CACH,12
MOSSZARPA1,2016-07-12,SOSP,3
MOSSZARPA1,2016-07-12,NOCA,1
MULLJOYVA1,2017-07-10,AMRO,1
MULLJOYVA1,2017-07-10,CACH,2
MULLJOYVA1,2017-07-10,CARW,0
MULLJOYVA1,2017-07-10,GRCA,4
MULLJOYVA1,2017-07-10,HOWR,1
MULLJOYVA1,2017-07-10,NOCA,2
MULLJOYVA1,2017-07-10,SOSP,6
MULLJOYVA1,2016-06-24,AMRO,2
MULLJOYVA1,2016-06-24,CACH,0
MULLJOYVA1,2016-06-24,CARW,0
MULLJOYVA1,2016-06-24,GRCA,2
MULLJOYVA1,2016-06-24,HOWR,0
MULLJOYVA1,2016-06-24,NOCA,3
MULLJOYVA1,2016-06-24,SOSP,7
MURPELEMA1,2016-07-06,AMRO,4
MURPELEMA1,2016-07-06,BCCH,1
MURPELEMA1,2016-07-06,EAPH,2
MURPELEMA1,2016-07-06,GRCA,0
MURPELEMA1,2016-07-06,HOWR,0
MURPMICGA1,2016-06-11,NOCA,9
MURRSANGA1,2016-05-23,NOCA,3
MURRSANGA1,2016-05-23,TUTI,1
MURRSANGA1,2017-03-29,CACH,6
MURRSANGA1,2017-03-29,AMRO,1
MURRSANGA1,2017-03-29,TUTI,2
MURRSANGA1,2017-03-29,NOCA,9
MURRSANGA1,2017-03-29,BRTH,1
MURRSANGA1,2017-03-29,CARW,1
MUTRCYNVA2,2017-07-08,AMRO,8
MUTRCYNVA2,2017-07-08,CACH,0
MUTRCYNVA2,2017-07-08,CARW,0
MUTRCYNVA2,2017-07-08,GRCA,7
MUTRCYNVA2,2017-07-08,HOWR,0
MUTRCYNVA2,2017-07-08,NOCA,5
MUTRCYNVA2,2017-07-08,SOSP,7
MUTRCYNVA2,2016-07-20,AMRO,4
MUTRCYNVA2,2016-07-20,CACH,1
MUTRCYNVA2,2016-07-20,CARW,5
MUTRCYNVA2,2016-07-20,GRCA,7
MUTRCYNVA2,2016-07-20,HOWR,0
MUTRCYNVA2,2016-07-20,SOSP,8
MYERBRUMD1,2016-06-13,AMRO,15
MYERBRUMD1,2016-06-13,CACH,0
MYERBRUMD1,2016-06-13,CARW,0
MYERBRUMD1,2016-06-13,GRCA,6
MYERBRUMD1,2016-06-13,HOWR,1
MYERBRUMD1,2016-06-13,NOCA,3
MYERBRUMD1,2016-06-13,SOSP,3
MYERBRUMD1,2017-07-01,AMRO,15
MYERBRUMD1,2017-07-01,CACH,0
MYERBRUMD1,2017-07-01,CARW,7
MYERBRUMD1,2017-07-01,GRCA,9
MYERBRUMD1,2017-07-01,HOWR,8
MYERBRUMD1,2017-07-01,NOCA,10
MYERBRUMD1,2017-07-01,SOSP,2
NAHIWILFL1,2016-05-26,CACH,2
NAHIWILFL1,2016-05-26,CARW,2
NAHIWILFL1,2016-05-26,NOCA,5
NAHIWILFL1,2016-05-26,TUTI,1
NATURTLFL1,2016-04-28,CARW,3
NATURTLFL1,2016-04-28,NOCA,6
NATURTLFL1,2016-04-28,TUTI,1
NATURTLFL1,2017-06-01,CARW,3
NATURTLFL1,2017-06-01,NOCA,19
NATURTLFL1,2017-06-01,TUTI,4
NAYLMICMD1,2017-07-04,AMRO,8
NAYLMICMD1,2017-07-04,CACH,6
NAYLMICMD1,2017-07-04,CARW,1
NAYLMICMD1,2017-07-04,GRCA,4
NAYLMICMD1,2017-07-04,HOWR,1
NAYLMICMD1,2017-07-04,NOCA,0
NAYLMICMD1,2017-07-04,NOMO,3
NAYLMICMD1,2017-07-04,SOSP,0
NAYLMICMD2,2016-07-25,AMRO,8
NAYLMICMD2,2016-07-25,CACH,1
NAYLMICMD2,2016-07-25,CARW,0
NAYLMICMD2,2016-07-25,GRCA,2
NAYLMICMD2,2016-07-25,HOWR,0
NAYLMICMD2,2016-07-25,NOCA,3
NAYLMICMD2,2016-07-25,SOSP,0
NAYLMICMD2,2016-07-25,NOMO,2
NAYLMICMD2,2017-07-04,AMRO,8
NAYLMICMD2,2017-07-04,CACH,6
NAYLMICMD2,2017-07-04,CARW,1
NAYLMICMD2,2017-07-04,GRCA,4
NAYLMICMD2,2017-07-04,HOWR,1
NAYLMICMD2,2017-07-04,NOCA,0
NAYLMICMD2,2017-07-04,NOMO,3
NAYLMICMD2,2017-07-04,SOSP,0
NEWBCARVA1,2017-06-27,AMRO,2
NEWBCARVA1,2017-06-27,CACH,0
NEWBCARVA1,2017-06-27,CARW,4
NEWBCARVA1,2017-06-27,GRCA,1
NEWBCARVA1,2017-06-27,HOWR,6
NEWBCARVA1,2017-06-27,NOCA,5
NEWMCHRGA1,2017-03-21,NOMO,8
NEWMCHRGA1,2017-03-21,NOCA,7
NEWMCHRGA1,2017-03-21,BRTH,1
NEWMCHRGA1,2017-03-21,AMRO,14
NEWMCHRGA1,2017-03-21,SOSP,2
NEWTMICPA1,2017-07-12,SOSP,2
NEWTROBNC1,2016-05-29,NOCA,6
NEWTROBNC1,2016-05-29,CACH,3
NEWTROBNC1,2017-04-13,CARW,6
NEWTROBNC1,2017-04-13,CACH,5
NEWTROBNC1,2017-04-13,NOCA,13
NICHGLONC1,2016-05-28,AMRO,1
NICHGLONC1,2016-05-28,CARW,1
NICHGLONC1,2016-05-28,NOCA,7
NICHGLONC1,2016-05-28,CACH,2
NIKODONPA1,2017-06-16,SOSP,2
NIKODONPA1,2017-06-16,CACH,8
NIKODONPA1,2017-06-16,CARW,1
NORTLAUGA1,2017-05-07,BRTH,7
NORTLAUGA1,2017-05-07,AMRO,6
NORTLAUGA1,2017-05-07,NOCA,6
NORTLAUGA1,2017-05-07,TUTI,1
NORTLAUGA1,2017-05-07,CACH,5
NORTLAUGA1,2017-05-07,SOSP,1
NOSSANDFL1,2016-05-05,CACH,2
NOSSANDFL1,2016-05-05,CARW,2
NOSSANDFL1,2016-05-05,NOCA,4
NOSSANDFL1,2016-05-05,TUTI,3
NOSSANDFL1,2017-04-01,CARW,5
NOSSANDFL1,2017-04-01,TUTI,6
NOSSANDFL1,2017-04-01,NOCA,15
OBRICHRMD1,2016-07-11,CARW,4
OBRICHRMD1,2016-07-11,CACH,2
OBRICHRMD1,2016-07-11,AMRO,3
OBRICHRMD1,2016-07-11,GRCA,7
OBRICHRMD1,2016-07-11,NOCA,2
OBRICHRMD1,2016-07-11,HOWR,1
OBRICHRMD1,2017-04-21,AMRO,22
OBRICHRMD1,2017-04-21,CARW,7
OBRICHRMD1,2017-04-21,NOCA,10
OBRICHRMD1,2017-04-21,GRCA,1
OBRICHRMD1,2017-04-21,HOWR,2
OBRICHRMD1,2017-04-21,CACH,1
ODELVINMD2,2017-07-20,AMRO,4
ODELVINMD2,2017-07-20,CACH,2
ODELVINMD2,2017-07-20,CARW,0
ODELVINMD2,2017-07-20,GRCA,1
ODELVINMD2,2017-07-20,HOWR,0
ODELVINMD2,2017-07-20,NOCA,2
ODELVINMD2,2016-06-20,AMRO,7
ODELVINMD2,2016-06-20,CACH,7
ODELVINMD2,2016-06-20,CARW,1
ODELVINMD2,2016-06-20,GRCA,0
ODELVINMD2,2016-06-20,HOWR,0
ODELVINMD2,2016-06-20,NOCA,5
OLMSSTUPA1,2017-07-11,SOSP,5
OLMSSTUPA1,2017-07-11,AMRO,4
OLMSSTUPA1,2017-07-11,NOCA,5
OLONMARDC1,2016-07-21,AMRO,13
OLONMARDC1,2016-07-21,CACH,1
OLONMARDC1,2016-07-21,CARW,4
OLONMARDC1,2016-07-21,GRCA,6
OLONMARDC1,2016-07-21,HOWR,0
OLONMARDC1,2016-07-21,NOCA,9
OLONMARDC1,2016-07-21,SOSP,14
OLONMARDC1,2017-06-09,AMRO,36
OLONMARDC1,2017-06-09,SOSP,12
OLONMARDC1,2017-06-09,NOMO,3
OLONMARDC1,2017-06-09,NOCA,16
OLONMARDC1,2017-06-09,GRCA,13
OLONMARDC1,2017-06-09,HOWR,3
ONEAJACFL1,2016-06-15,NOCA,4
ONEAJACFL1,2017-04-21,CARW,5
ONEAJACFL1,2017-04-21,NOCA,13
ONTAHOUDC1,2016-07-12,AMRO,9
ONTAHOUDC1,2016-07-12,NOCA,2
ONTAHOUDC1,2016-07-12,SOSP,2
ONTAHOUDC1,2016-07-12,GRCA,1
ONTAHOUDC1,2016-07-12,NOMO,1
ONTAHOUDC1,2017-05-26,AMRO,4
ONTAHOUDC1,2017-05-26,CACH,0
ONTAHOUDC1,2017-05-26,GRCA,4
ONTAHOUDC1,2017-05-26,NOCA,3
ONTAHOUDC1,2017-05-26,NOMO,2
ONTAHOUDC1,2017-05-26,SOSP,4
OPALDPKMD1,2017-06-08,GRCA,2
OPALDPKMD1,2017-06-21,GRCA,3
OWENDORVA1,2017-07-13,AMRO,2
OWENDORVA1,2017-07-13,CACH,2
OWENDORVA1,2017-07-13,CARW,2
OWENDORVA1,2017-07-13,HOWR,2
OWENDORVA1,2017-07-13,GRCA,3
OWENDORVA1,2017-07-13,NOCA,11
OWENDORVA1,2017-07-13,SOSP,0
OWENDORVA1,2016-06-18,AMRO,3
OWENDORVA1,2016-06-18,CACH,3
OWENDORVA1,2016-06-18,CARW,2
OWENDORVA1,2016-06-18,GRCA,0
OWENDORVA1,2016-06-18,NOCA,3
OWENDORVA1,2016-06-18,SOSP,2
OWENEDDNC1,2017-06-18,CACH,9
OWENEDDNC1,2016-05-07,CARW,1
OWENEDDNC1,2016-05-07,GRCA,2
OWENEDDNC1,2016-05-07,HOWR,2
OWENEDDNC1,2016-05-07,SOSP,1
OWENEDDNC1,2017-06-18,GRCA,6
OWENEDDNC1,2017-06-18,HOWR,4
OWENEDDNC1,2017-06-18,SOSP,6
OWENEDDNC1,2017-06-18,CARW,8
OWENKATMD1,2016-06-30,CARW,2
OWENKATMD1,2016-06-30,GRCA,3
OWENKATMD1,2016-06-30,HOWR,1
OWENKATMD1,2016-06-30,NOCA,10
OWENKATMD1,2016-06-30,SOSP,1
OWENKATMD1,2017-07-01,CACH,2
OWENKATMD1,2017-07-01,CARW,3
OWENKATMD1,2017-07-01,GRCA,23
OWENKATMD1,2017-07-01,HOWR,6
OWENKATMD1,2017-07-01,NOCA,14
OWENKATMD1,2017-07-01,SOSP,6
PADORAMVA1,2016-06-07,AMRO,14
PADORAMVA1,2016-06-07,CARW,0
PADORAMVA1,2016-06-07,CACH,3
PADORAMVA1,2016-06-07,GRCA,3
PADORAMVA1,2016-06-07,NOCA,7
PADORAMVA1,2016-06-07,SOSP,2
PADORAMVA1,2017-06-21,GRCA,1
PADORAMVA1,2017-06-21,CACH,3
PADORAMVA1,2017-06-21,AMRO,13
PADORAMVA1,2017-06-21,NOCA,8
PADORAMVA1,2017-06-21,SOSP,5
PAGEALLMA1,2017-08-10,AMRO,1
PAGEALLMA1,2017-08-10,GRCA,2
PAGEALLMA1,2017-08-10,NOCA,1
PAGEALLMA1,2016-05-31,AMRO,6
PAGEALLMA1,2016-05-31,BCCH,1
PAGEALLMA1,2016-05-31,GRCA,1
PAGEALLMA1,2016-05-31,NOCA,3
PAGEALLMA1,2016-05-31,SOSP,4
PALUMATFL1,2016-05-31,NOCA,5
PALUMATFL1,2016-05-31,CARW,1
PALUMATFL1,2017-05-02,CACH,8
PALUMATFL1,2017-05-02,TUTI,6
PAPICHRPA1,2016-07-02,SOSP,2
PAPICHRPA1,2016-07-02,GRCA,1
PAPICHRPA1,2016-07-02,BCCH,12
PAPPLISGA1,2016-06-10,AMRO,5
PARKDIAGA1,2016-04-28,AMRO,6
PARKDIAGA1,2016-04-28,NOMO,3
PARKDIAGA1,2017-04-30,NOCA,10
PARKDIAGA1,2017-04-30,BRTH,9
PARKDIAGA1,2017-04-30,AMRO,5
PARKDIAGA1,2017-04-30,SOSP,11
PARKDIAGA1,2017-04-30,NOMO,8
PARKDIAGA1,2017-04-30,CACH,1
PARKDIAGA1,2017-04-30,TUTI,1
PATCLORDC1,2017-05-20,AMRO,12
PATCLORDC1,2017-05-20,SOSP,2
PATCLORDC1,2017-05-20,NOCA,1
PATCLORDC1,2017-05-20,CARW,1
PATTPARMD1,2016-06-08,AMRO,24
PATTPARMD1,2016-06-08,NOCA,1
PATTPARMD1,2016-06-08,GRCA,1
PELLLYNMA1,2017-07-03,BCCH,0
PELLLYNMA1,2017-07-03,GRCA,5
PELLVOLMA1,2017-06-19,AMRO,19
PENNGRANC1,2016-05-27,CARW,2
PENNGRANC1,2016-05-27,NOCA,5
PENNGRANC1,2016-05-27,CACH,2
PENNGRANC1,2016-05-27,AMCR,6
PENNGRANC1,2016-05-27,GRCA,3
PENNGRANC1,2016-05-27,SOSP,3
PENNGRANC1,2017-06-05,CARW,5
PERNMIKMD1,2017-06-14,CARW,6
PERNMIKMD1,2017-06-14,CACH,2
PERNMIKMD1,2017-06-14,NOCA,4
PERNMIKMD1,2017-06-14,GRCA,3
PERRCHRMD1,2016-06-29,NOCA,5
PERRCHRMD1,2016-06-29,TUTI,8
PERRCHRMD1,2016-06-29,CACH,5
PERRCHRMD1,2016-06-29,AMRO,1
PERRCHRMD1,2017-05-30,AMRO,0
PERRCHRMD1,2017-05-30,CACH,2
PERRCHRMD1,2017-05-30,CARW,1
PERRCHRMD1,2017-05-30,NOCA,6
PERRCHRMD1,2017-05-30,TUTI,0
PFEIJOHFL1,2016-06-10,NOCA,2
PFEIJOHFL1,2016-06-10,CARW,2
PFEIJOHFL1,2016-06-10,CACH,1
PFEIJOHFL1,2016-06-10,TUTI,1
PFEIJOHFL1,2017-05-10,CACH,4
PFEIJOHFL1,2017-05-10,CARW,4
PFEIJOHFL1,2017-05-10,NOCA,7
PFEIJOHFL1,2017-05-10,TUTI,3
PHARAIMMD1,2016-07-06,CACH,5
PHARAIMMD1,2016-07-06,TUTI,2
PHARAIMMD1,2016-07-06,NOCA,8
PHARAIMMD1,2016-07-06,CARW,1
PHARAIMMD1,2017-07-05,AMRO,1
PHARAIMMD1,2017-07-05,CACH,2
PHARAIMMD1,2017-07-05,CARW,4
PHARAIMMD1,2017-07-05,NOCA,6
PICKADANC1,2016-07-07,CACH,2
PICKADANC1,2016-07-07,CARW,5
PICKSALMA1,2016-07-11,CARW,0
PICKSALMA1,2016-07-11,GRCA,1
PICKSALMA1,2016-07-11,HOWR,0
PICKSALMA1,2016-07-11,SOSP,1
PICKSALMA1,2016-07-11,BCCH,2
PIEPSUSMA1,2016-05-29,AMRO,11
PIEPSUSMA1,2016-05-29,HOWR,1
PIEPSUSMA1,2016-05-29,SOSP,3
PIROELADC1,2017-07-22,AMRO,3
PIROELADC1,2017-07-22,CACH,0
PIROELADC1,2017-07-22,CARW,2
PIROELADC1,2017-07-22,GRCA,5
PIROELADC1,2017-07-22,HOWR,1
PIROELADC1,2017-07-22,NOCA,10
PIROELADC1,2017-07-22,SOSP,11
PIROELADC1,2016-06-26,AMRO,9
PIROELADC1,2016-06-26,SOSP,9
PIROELADC1,2016-06-26,NOCA,5
PIROELADC1,2016-06-26,GRCA,1
PLACGIRFL1,2016-04-03,CARW,5
PLACGIRFL1,2016-04-03,NOCA,4
PLANANDGA1,2016-04-28,NOCA,9
PLANANDGA1,2017-04-25,NOCA,12
PLANANDGA1,2017-04-25,CACH,5
PLANANDGA1,2017-04-25,CARW,4
PLANANDGA1,2017-04-25,BRTH,3
PLANANDGA1,2017-04-25,TUTI,2
PLANANDGA1,2017-04-25,GRCA,1
PLANANDGA1,2017-04-25,SOSP,2
PLANANDGA1,2017-04-25,NOMO,1
PLANANDGA1,2017-04-25,AMRO,1
POVEANGGA1,2016-05-26,NOMO,1
POVEANGGA1,2017-05-05,AMRO,33
POVEANGGA1,2017-05-05,BRTH,4
POVEANGGA1,2017-05-05,SOSP,11
POVEANGGA1,2017-05-05,NOCA,5
POVEANGGA1,2017-05-05,CARW,2
POVEANGGA1,2017-05-05,NOMO,6
POVEANGGA1,2017-05-05,GRCA,1
POVEANGGA1,2017-05-05,HOWR,1
PRESANNNC1,2017-06-29,AMRO,12
PRESANNNC1,2017-06-29,CACH,6
PRESANNNC1,2017-06-29,CARW,15
PRESANNNC1,2017-06-29,GRCA,8
PRESANNNC1,2017-06-29,HOWR,2
PRESANNNC1,2017-06-29,NOCA,8
PRESANNNC1,2017-06-29,SOSP,6
PRESANNNC1,2016-05-20,AMRO,10
PRESANNNC1,2016-05-20,CARW,1
PRESANNNC1,2016-05-20,GRCA,4
PRESANNNC1,2016-05-20,HOWR,1
PRESANNNC1,2016-05-20,SOSP,9
PRESHOUFL1,2016-05-10,BRTH,2
PRESHOUFL1,2016-05-10,CARW,4
PRESHOUFL1,2016-05-10,NOCA,5
PRESHOUFL1,2017-06-02,BRTH,1
PRESHOUFL1,2017-06-02,CARW,4
PRESHOUFL1,2017-06-02,NOCA,17
PRESPENFL1,2016-05-19,CACH,3
PRESPENFL1,2016-05-19,CARW,2
PRESPENFL1,2016-05-19,NOCA,5
PRESPENFL1,2017-05-06,CACH,2
PRESPENFL1,2017-05-06,CARW,6
PRESPENFL1,2017-05-06,NOCA,12
PRESPENFL1,2017-05-06,TUTI,4
PRITANGGA1,2016-06-01,NOCA,1
PRITANGGA1,2016-06-01,SOSP,1
PRITANGGA1,2016-06-01,AMRO,1
PRITANGGA1,2017-04-15,AMRO,8
PRITANGGA1,2017-04-15,NOCA,10
PRITANGGA1,2017-04-15,BRTH,2
PRITANGGA1,2017-04-15,SOSP,2
PROWGARFL1,2016-04-04,CACH,1
PROWGARFL1,2016-04-04,CARW,1
PROWGARFL1,2016-04-04,NOCA,7
PROWGARFL1,2016-04-04,TUTI,2
